time,fold,active_sleeves,gross_pnl_bps,cost_bps,net_pnl_bps,turnover,gross_exposure,net_exposure,n_symbols
2025-09-23 08:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-23 12:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-23 16:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-23 20:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-24 00:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-24 04:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-24 08:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-24 12:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-24 16:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-24 20:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-25 00:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-25 04:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-25 08:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-25 12:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-25 16:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-25 20:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-26 00:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-26 04:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-26 08:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-26 12:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-26 16:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-26 20:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-27 00:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-27 04:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-27 08:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-27 12:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-27 16:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-27 20:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-28 00:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-28 04:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-09-28 08:40:00+00:00,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0
